Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","233","Estonie","6182","Croissance annuelle US $, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","6.831331","E","Valeur estimée",""
"MK","Indicateurs macro","233","Estonie","6103","Part du PIB US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","13.611029","E","Valeur estimée",""
"MK","Indicateurs macro","233","Estonie","6187","Part du PIB US$, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","13.819624","E","Valeur estimée",""
"MK","Indicateurs macro","233","Estonie","6157","Part du PIB en devise locale","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","13.611029","E","Valeur estimée",""
"MK","Indicateurs macro","233","Estonie","6186","Part du PIB en devise locale, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","13.819624","E","Valeur estimée",""
"MK","Indicateurs macro","233","Estonie","6182","Croissance annuelle US $, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","4.021797","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","2.026579","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","12.830698","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6187","Part du PIB US$, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","12.945876","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6157","Part du PIB en devise locale","22015","Formation brute de capital fixe","2017","2017","%","12.830698","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6186","Part du PIB en devise locale, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","12.945876","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6182","Croissance annuelle US $, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","-1.298634","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","8.427755","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6187","Part du PIB US$, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","7.950775","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6157","Part du PIB en devise locale","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","8.427755","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6186","Part du PIB en devise locale, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","7.950775","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6182","Croissance annuelle US $, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","-4.293015","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6103","Part du PIB US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","29.810393","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6187","Part du PIB US$, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","32.189368","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6157","Part du PIB en devise locale","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","29.810393","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6186","Part du PIB en devise locale, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","32.189368","E","Valeur estimée",""
"MK","Indicateurs macro","748","Eswatini","6182","Croissance annuelle US $, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","3.156232","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","2.255678","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","20.63831","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6187","Part du PIB US$, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","20.85588","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6157","Part du PIB en devise locale","22015","Formation brute de capital fixe","2017","2017","%","20.63831","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6186","Part du PIB en devise locale, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","20.85588","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6182","Croissance annuelle US $, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","3.819112","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","0.902995","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6187","Part du PIB US$, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","0.990567","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6157","Part du PIB en devise locale","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","0.902995","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6186","Part du PIB en devise locale, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","0.990567","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6182","Croissance annuelle US $, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","-1.534527","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6103","Part du PIB US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","11.29026","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6187","Part du PIB US$, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","11.600107","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6157","Part du PIB en devise locale","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","11.29026","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6186","Part du PIB en devise locale, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","11.600107","E","Valeur estimée",""
"MK","Indicateurs macro","840","États-Unis d'Amérique","6182","Croissance annuelle US $, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","3.332843","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","9.56419","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","37.934904","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6187","Part du PIB US$, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","42.427458","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6157","Part du PIB en devise locale","22015","Formation brute de capital fixe","2017","2017","%","37.934904","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6186","Part du PIB en devise locale, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","42.427458","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6182","Croissance annuelle US $, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","16.354164","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","33.779281","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6187","Part du PIB US$, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","33.39799","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6157","Part du PIB en devise locale","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","33.779281","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6186","Part du PIB en devise locale, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","33.39799","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6182","Croissance annuelle US $, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","6.677302","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6103","Part du PIB US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","6.186589","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6187","Part du PIB US$, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","5.515801","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6157","Part du PIB en devise locale","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","6.186589","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6186","Part du PIB en devise locale, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","5.515801","E","Valeur estimée",""
"MK","Indicateurs macro","231","Éthiopie","6182","Croissance annuelle US $, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","24.655163","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","1.825825","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","21.982139","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6187","Part du PIB US$, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","21.409694","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6157","Part du PIB en devise locale","22015","Formation brute de capital fixe","2017","2017","%","21.982139","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6186","Part du PIB en devise locale, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","21.409694","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6182","Croissance annuelle US $, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","4.656799","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","3.553632","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6187","Part du PIB US$, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","3.921683","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6157","Part du PIB en devise locale","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","3.553632","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6186","Part du PIB en devise locale, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","3.921683","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6182","Croissance annuelle US $, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","1.493282","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6103","Part du PIB US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","12.486405","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6187","Part du PIB US$, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","12.988084","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6157","Part du PIB en devise locale","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","12.486405","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6186","Part du PIB en devise locale, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","12.988084","E","Valeur estimée",""
"MK","Indicateurs macro","643","Fédération de Russie","6182","Croissance annuelle US $, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","4.38599","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","5.4253","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","18.170809","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6187","Part du PIB US$, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","18.170809","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6157","Part du PIB en devise locale","22015","Formation brute de capital fixe","2017","2017","%","18.170809","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6186","Part du PIB en devise locale, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","18.170809","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6182","Croissance annuelle US $, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","2.788104","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","10.532309","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6187","Part du PIB US$, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","7.035421","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6157","Part du PIB en devise locale","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","10.532309","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6186","Part du PIB en devise locale, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","7.035421","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6182","Croissance annuelle US $, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","8.273434","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6103","Part du PIB US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","10.446453","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6187","Part du PIB US$, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","10.436993","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6157","Part du PIB en devise locale","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","10.446453","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6186","Part du PIB en devise locale, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","10.436993","E","Valeur estimée",""
"MK","Indicateurs macro","242","Fidji","6182","Croissance annuelle US $, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","1.414492","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","3.19241","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","23.378598","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6187","Part du PIB US$, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","22.876058","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6157","Part du PIB en devise locale","22015","Formation brute de capital fixe","2017","2017","%","23.378598","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6186","Part du PIB en devise locale, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","22.876058","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6182","Croissance annuelle US $, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","4.75986","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","2.315942","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6187","Part du PIB US$, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","2.219686","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6157","Part du PIB en devise locale","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","2.315942","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6186","Part du PIB en devise locale, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","2.219686","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6182","Croissance annuelle US $, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","2.217659","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6103","Part du PIB US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","15.200993","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6187","Part du PIB US$, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","15.598887","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6157","Part du PIB en devise locale","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","15.200993","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6186","Part du PIB en devise locale, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","15.598887","E","Valeur estimée",""
"MK","Indicateurs macro","246","Finlande","6182","Croissance annuelle US $, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","7.431748","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","2.29142","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","22.495845","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6187","Part du PIB US$, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","22.356597","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6157","Part du PIB en devise locale","22015","Formation brute de capital fixe","2017","2017","%","22.495845","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6186","Part du PIB en devise locale, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","22.356597","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6182","Croissance annuelle US $, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","4.749405","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","1.542415","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6187","Part du PIB US$, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","1.472775","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6157","Part du PIB en devise locale","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","1.542415","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6186","Part du PIB en devise locale, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","1.472775","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6182","Croissance annuelle US $, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","8.234853","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6103","Part du PIB US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","10.136285","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6187","Part du PIB US$, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","10.403688","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6157","Part du PIB en devise locale","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","10.136285","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6186","Part du PIB en devise locale, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","10.403688","E","Valeur estimée",""
"MK","Indicateurs macro","250","France","6182","Croissance annuelle US $, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","2.238999","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","0.472623","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","21.462683","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6187","Part du PIB US$, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","24.882381","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6157","Part du PIB en devise locale","22015","Formation brute de capital fixe","2017","2017","%","21.462683","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6186","Part du PIB en devise locale, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","24.882381","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6182","Croissance annuelle US $, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","-15.880703","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","5.264736","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6187","Part du PIB US$, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","5.26446","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6157","Part du PIB en devise locale","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","5.264736","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6186","Part du PIB en devise locale, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","5.26446","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6182","Croissance annuelle US $, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","12.192156","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6103","Part du PIB US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","6.930442","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6187","Part du PIB US$, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","6.944141","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6157","Part du PIB en devise locale","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","6.930442","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6186","Part du PIB en devise locale, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","6.944141","E","Valeur estimée",""
"MK","Indicateurs macro","266","Gabon","6182","Croissance annuelle US $, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","0.272702","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","4.822611","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","22.95973","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6187","Part du PIB US$, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","25.102726","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6157","Part du PIB en devise locale","22015","Formation brute de capital fixe","2017","2017","%","22.95973","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6186","Part du PIB en devise locale, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","25.102726","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6182","Croissance annuelle US $, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","-1.24934","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","21.001895","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6187","Part du PIB US$, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","19.826477","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6157","Part du PIB en devise locale","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","21.001895","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6186","Part du PIB en devise locale, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","19.826477","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6182","Croissance annuelle US $, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","-4.379156","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6103","Part du PIB US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","4.469292","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6187","Part du PIB US$, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","5.088531","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6157","Part du PIB en devise locale","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","4.469292","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6186","Part du PIB en devise locale, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","5.088531","E","Valeur estimée",""
"MK","Indicateurs macro","270","Gambie","6182","Croissance annuelle US $, aux prix de 2015","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","%","-7.866907","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6182","Croissance annuelle US $, aux prix de 2015","22008","Produit Intérieur Brut","2017","2017","%","4.84349","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6103","Part du PIB US $","22015","Formation brute de capital fixe","2017","2017","%","25.492067","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6187","Part du PIB US$, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","25.02536","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6157","Part du PIB en devise locale","22015","Formation brute de capital fixe","2017","2017","%","25.492067","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6186","Part du PIB en devise locale, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","25.02536","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6182","Croissance annuelle US $, aux prix de 2015","22015","Formation brute de capital fixe","2017","2017","%","3.360708","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","6.240122","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6187","Part du PIB US$, aux prix de 2015","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","6.501086","E","Valeur estimée",""
"MK","Indicateurs macro","268","Géorgie","6157","Part du PIB en devise locale","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","6.240122","E","Valeur estimée",""
